"Lote";"TipoLote";"Secao";"CaminhoRelativo";"CaminhoAbsoluto";"Extensao";"TamanhoBytes";"TamanhoMB";"EstadoGitIgnore";"ModificadoEm"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\multsegmultagronegociosrv_1725454902182539\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\multsegmultagronegociosrv_1725454902182539\message_1.json";".json";"3742";"0,004";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\murilloborgesvieiragarcia_1835590137836632\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\murilloborgesvieiragarcia_1835590137836632\message_1.json";".json";"5418";"0,005";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\muriloveiculos_1706408097420553\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\muriloveiculos_1706408097420553\message_1.json";".json";"586";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\myshoprioverdego_1785628326165196\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\myshoprioverdego_1785628326165196\message_1.json";".json";"1559";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\naaraoliveira_1787391175994515\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\naaraoliveira_1787391175994515\message_1.json";".json";"5496";"0,005";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\naiaracanossa_1573972383997459\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\naiaracanossa_1573972383997459\message_1.json";".json";"70600";"0,067";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nandelltreinamentosepalestras_1708623940532302\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nandelltreinamentosepalestras_1708623940532302\message_1.json";".json";"2952";"0,003";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nasainstalacoeseletricas_1807410983986930\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nasainstalacoeseletricas_1807410983986930\message_1.json";".json";"6558";"0,006";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nathaliacamposmatos_1757532492308113\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nathaliacamposmatos_1757532492308113\message_1.json";".json";"783";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nathaliacasagrande_1814259416635420\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nathaliacasagrande_1814259416635420\message_1.json";".json";"8643";"0,008";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nathanreimotors_1864496878278585\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nathanreimotors_1864496878278585\message_1.json";".json";"1506";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nayarabarcelos_950492459678791\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nayarabarcelos_950492459678791\message_1.json";".json";"1496";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nayarafernandes_1781873686540660\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nayarafernandes_1781873686540660\message_1.json";".json";"4618";"0,004";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nectarcontabilidade_902523707809000\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nectarcontabilidade_902523707809000\message_1.json";".json";"4334";"0,004";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nectarsistemasdegestao_530619161400885\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nectarsistemasdegestao_530619161400885\message_1.json";".json";"3468";"0,003";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\neivosumny_1700413901353306\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\neivosumny_1700413901353306\message_1.json";".json";"2111";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\neto_1685693762825320\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\neto_1685693762825320\message_1.json";".json";"4938";"0,005";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\neuzelilemescorretoradeimoveis_871076807625871\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\neuzelilemescorretoradeimoveis_871076807625871\message_1.json";".json";"3055";"0,003";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nexussistemas_1363733938354639\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nexussistemas_1363733938354639\message_1.json";".json";"4219";"0,004";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nicolecastilho_1790754618985900\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nicolecastilho_1790754618985900\message_1.json";".json";"3966";"0,004";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nitidopaineis_1271384694256231\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nitidopaineis_1271384694256231\message_1.json";".json";"4774";"0,005";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nossarioverde_1926847635376597\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nossarioverde_1926847635376597\message_1.json";".json";"1638";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nossobairronossacidaderioverde_764375558290483\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nossobairronossacidaderioverde_764375558290483\message_1.json";".json";"15816";"0,015";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nsaaparecidaceuazul_1796771371717558\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nsaaparecidaceuazul_1796771371717558\message_1.json";".json";"1585";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\ntwagrorioverde_1656339049094125\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\ntwagrorioverde_1656339049094125\message_1.json";".json";"11674";"0,011";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nutrimasterrefeicoes_1378406476887385\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\nutrimasterrefeicoes_1378406476887385\message_1.json";".json";"3497";"0,003";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\oabrioverdeoficial_1251730779554956\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\oabrioverdeoficial_1251730779554956\message_1.json";".json";"10155";"0,01";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\oesteluzenergiasolar_1794105121984183\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\oesteluzenergiasolar_1794105121984183\message_1.json";".json";"1960";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\oliviapena_1298031741591526\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\oliviapena_1298031741591526\message_1.json";".json";"3124";"0,003";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\onofrearantes_1779839593410736\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\onofrearantes_1779839593410736\message_1.json";".json";"3272";"0,003";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\orquideanegocios_1296220088439358\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\orquideanegocios_1296220088439358\message_1.json";".json";"1656";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\orv_662383781895195\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\orv_662383781895195\message_1.json";".json";"1468";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\osileiapires_1465149411550368\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\osileiapires_1465149411550368\message_1.json";".json";"23239";"0,022";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\osmar_ponce_leones__1920982905963070\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\osmar_ponce_leones__1920982905963070\message_1.json";".json";"2289";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\osmarrobertofcunha_1757502628977766\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\osmarrobertofcunha_1757502628977766\message_1.json";".json";"1326";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\osvaldosantos_546574856737222\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\osvaldosantos_546574856737222\message_1.json";".json";"12004";"0,011";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\oswaldoabud_1731907598203936\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\oswaldoabud_1731907598203936\message_1.json";".json";"18995";"0,018";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\otamirasantosreabilitacaocabecaepescoco_1956176262443734\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\otamirasantosreabilitacaocabecaepescoco_1956176262443734\message_1.json";".json";"1182";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\pagnocelli_1659481098779920\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\pagnocelli_1659481098779920\message_1.json";".json";"2580";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\pamellafonsecafurquim_1822273785833983\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\pamellafonsecafurquim_1822273785833983\message_1.json";".json";"2734";"0,003";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\pamellaguimaraes_1724355785625784\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\pamellaguimaraes_1724355785625784\message_1.json";".json";"1393";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\patinhasonlinerioverdego_876503642954031\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\patinhasonlinerioverdego_876503642954031\message_1.json";".json";"1473";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\patinhasonlinerioverdego_876503642954031\photos\687505883979944.jpg";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\patinhasonlinerioverdego_876503642954031\photos\687505883979944.jpg";".jpg";"97425";"0,093";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\patriciacabral_562243375170370\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\patriciacabral_562243375170370\message_1.json";".json";"964";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\patriciajesusfabro_1835163447878350\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\patriciajesusfabro_1835163447878350\message_1.json";".json";"951";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\patrickalievi_1800399488026523\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\patrickalievi_1800399488026523\message_1.json";".json";"1871";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\paulajesmyellechaves_1768053617922667\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\paulajesmyellechaves_1768053617922667\message_1.json";".json";"13282";"0,013";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\paulasimoescoacheconsultora_215439183887128\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\paulasimoescoacheconsultora_215439183887128\message_1.json";".json";"652";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\paulodias_1767090281352334\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\paulodias_1767090281352334\message_1.json";".json";"731";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\paulodovale_534001861327855\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\paulodovale_534001861327855\message_1.json";".json";"1117";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\paulohenriquereis_1768642244530471\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\paulohenriquereis_1768642244530471\message_1.json";".json";"1388";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\paulohumberto_242135147823536\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\paulohumberto_242135147823536\message_1.json";".json";"1857";"0,002";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\pauloresende_1129861598408542\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\pauloresende_1129861598408542\message_1.json";".json";"815";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\paulosergiodasilva_1760990738628955\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\paulosergiodasilva_1760990738628955\message_1.json";".json";"762";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\paxrioverde_565777404816967\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\paxrioverde_565777404816967\message_1.json";".json";"12077";"0,012";"NAO_IGNORADO";"2026-04-10 14:36:22"
"DADOS ACIRV - HD EXTERNO - captura anterior";"captura_anterior";"Dados instagram - 100425 até 100426";"Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\paxsantahelena_1934794367915328\message_1.json";"C:\Github\ACIRV-Notebook\000-Arquivos-originais\DADOS ACIRV - HD EXTERNO\Dados instagram - 100425 até 100426\your_instagram_activity\messages\inbox\paxsantahelena_1934794367915328\message_1.json";".json";"1317";"0,001";"NAO_IGNORADO";"2026-04-10 14:36:22"
